Firm Name,Group,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,total_upheld_rate,period,year,half,sector,avg_upheld_rate,period_sort,period_date,industry_avg,upheld_deviation,firm_yoy_change,volatility_score
ReAssure Life Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,,0.917,,0.8724,0.9442,,2024-h2,2024,h2,Insurance,91.12,6,2024-07-01,48.23345622119815,42.88654377880185,15.083333333333329,16.96333333333334
ReAssure Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,,0.8661,,0.6764,0.8655,,2024-h2,2024,h2,Insurance,80.26666666666667,6,2024-07-01,48.23345622119815,32.03321044546851,-2.3075000000000045,20.796666666666667
Reassured Ltd,NO GROUP,2024-02-01 to 2024-07-31,,,,0.4444,,,2024-h2,2024,h2,Insurance,44.440000000000005,6,2024-07-01,48.23345622119815,-3.7934562211981486,-18.73,18.729999999999997
Rothesay Life Plc,NO GROUP,2024-07-01 to 2024-12-31,,0.3363,,,,,2024-h2,2024,h2,Insurance,33.629999999999995,6,2024-07-01,48.23345622119815,-14.603456221198158,,
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,2024-07-01 to 2024-12-31,,,,0.517,,,2024-h2,2024,h2,Insurance,51.7,6,2024-07-01,48.23345622119815,3.4665437788018494,,15.602168605486142
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,2024-07-01 to 2024-12-31,,,,0.4169,,,2024-h2,2024,h2,Insurance,41.69,6,2024-07-01,48.23345622119815,-6.543456221198156,,23.15999999999999
Saga Services Limited,SAGA PLC,2024-02-01 to 2024-07-31,,,,0.4823,,,2024-h2,2024,h2,Insurance,48.23,6,2024-07-01,48.23345622119815,-0.0034562211981565,-8.429999999999993,14.369999999999997
Sainsbury's Bank Plc,J SAINSBURY PLC,2024-03-01 to 2024-08-31,0.5316,,0.6471,0.5613,,,2024-h2,2024,h2,Banking,58.00000000000001,6,2024-07-01,48.23345622119815,9.766543778801854,-21.91166666666668,21.911666666666676
Santander UK Plc,SANTANDER UK GROUP,2024-07-01 to 2024-12-31,0.4806,0.55,0.6153,0.2672,0.4259,,2024-h2,2024,h2,Mortgage & Lending,46.78,6,2024-07-01,48.23345622119815,-1.4534562211981523,19.692,21.542
Scottish Equitable Plc,AEGON N.V.,2024-07-01 to 2024-12-31,,0.6301,,0.5,0.8333,,2024-h2,2024,h2,Investments,65.44666666666666,6,2024-07-01,48.23345622119815,17.213210445468505,13.536666666666669,18.36746828399545
Scottish Friendly Assurance Society Limited,NO GROUP,2024-07-01 to 2024-12-31,,0.8153,,0.4622,0.7696,,2024-h2,2024,h2,Insurance,68.23666666666666,6,2024-07-01,48.23345622119815,20.00321044546851,-5.116666666666674,9.580000000000013
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,,0.8771,,0.798,0.9007,,2024-h2,2024,h2,Investments,85.86,6,2024-07-01,48.23345622119815,37.626543778801846,,2.2887271914484018
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,,,,,0.775,,2024-h2,2024,h2,Investments,77.5,6,2024-07-01,48.23345622119815,29.266543778801847,4.159999999999997,6.601729323308263
Secure Trust Bank Plc,SECURE TRUST BANK PLC,2024-07-01 to 2024-12-31,0.3322,,0.0,,,,2024-h2,2024,h2,Banking,16.61,6,2024-07-01,48.23345622119815,-31.623456221198158,,55.14
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,2024-07-01 to 2024-12-31,0.6719,,0.4967,,,,2024-h2,2024,h2,Banking,58.43000000000001,6,2024-07-01,48.23345622119815,10.196543778801852,-2.0449999999999946,23.39666666666666
Shop Direct Finance Company Limited,THE VERY GROUP,2024-07-01 to 2024-12-31,,,,0.6499,,,2024-h2,2024,h2,Mortgage & Lending,64.99000000000001,6,2024-07-01,48.23345622119815,16.756543778801856,,42.61
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,2024-07-01 to 2024-12-31,,,,0.3802,,,2024-h2,2024,h2,Insurance,38.02,6,2024-07-01,48.23345622119815,-10.21345622119815,-3.039999999999999,8.25
Skipton Building Society,SKIPTON BUILDING SOCIETY,2024-07-01 to 2024-12-31,0.8292,0.8298,0.7002,0.5455,0.6949,,2024-h2,2024,h2,Banking,71.992,6,2024-07-01,48.23345622119815,23.75854377880185,-1.5759999999999792,10.67199999999999
Society of Lloyd's,SOCIETY OF LLOYD'S,2024-07-01 to 2024-12-31,,,,0.4452,,,2024-h2,2024,h2,Insurance,44.52,6,2024-07-01,48.23345622119815,-3.7134562211981503,1.3299999999999983,6.64766648619382
Somerset Bridge Insurance Services Limited,NO GROUP,2024-07-01 to 2024-12-31,,,,0.4127,,,2024-h2,2024,h2,Insurance,41.27,6,2024-07-01,48.23345622119815,-6.96345622119815,-13.200000000000005,20.08470137825421
St James's Place UK plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,,0.767,,0.75,0.7344,,2024-h2,2024,h2,Insurance,75.04666666666667,6,2024-07-01,48.23345622119815,26.813210445468517,,18.373393148450248
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,0.0,0.5262,0.3846,0.0488,0.5489,,2024-h2,2024,h2,Investments,30.17,6,2024-07-01,48.23345622119815,-18.06345622119815,6.549500000000002,26.415000000000013
Starling Bank Limited,NO GROUP,2024-04-01 to 2024-09-30,0.4302,,,,,,2024-h2,2024,h2,Banking,43.02,6,2024-07-01,48.23345622119815,-5.21345622119815,16.58,32.260000000000005
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",2024-07-01 to 2024-12-31,,,,0.3829,,,2024-h2,2024,h2,Insurance,38.29,6,2024-07-01,48.23345622119815,-9.943456221198154,,31.069999999999997
Suffolk Life Pensions Limited,NO GROUP,2024-07-01 to 2024-12-31,,0.7531,,,,,2024-h2,2024,h2,Insurance,75.31,6,2024-07-01,48.23345622119815,27.07654377880185,,
Swift 1st Limited,NO GROUP,2024-04-01 to 2024-09-30,,,0.1583,,,,2024-h2,2024,h2,Mortgage & Lending,15.83,6,2024-07-01,48.23345622119815,-32.403456221198155,,4.82
Tandem Bank Limited,NO GROUP,2024-07-01 to 2024-12-31,0.5955,,0.5,,,,2024-h2,2024,h2,Banking,54.775,6,2024-07-01,48.23345622119815,6.541543778801845,,
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,2024-07-01 to 2024-12-31,,,,0.6516,,,2024-h2,2024,h2,Insurance,65.16,6,2024-07-01,48.23345622119815,16.926543778801843,-9.209999999999994,9.209999999999994
Telefonica UK Limited,NO GROUP,2024-07-01 to 2024-12-31,,,,0.7961,,,2024-h2,2024,h2,Insurance,79.61,6,2024-07-01,48.23345622119815,31.37654377880185,,35.650000000000006
Tesco Personal Finance Limited,NO GROUP,2024-03-01 to 2024-08-31,0.435,,,0.3662,,,2024-h2,2024,h2,Mortgage & Lending,40.06,6,2024-07-01,48.23345622119815,-8.173456221198151,,
Tesco Underwriting Limited,TESCO BANK (TESCO PLC),2024-03-01 to 2024-08-31,,,,0.6107,,,2024-h2,2024,h2,Insurance,61.07,6,2024-07-01,48.23345622119815,12.836543778801849,1.4199999999999946,11.219238754325275
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2024-07-01 to 2024-12-31,0.6743,0.5,0.7751,0.6667,1.0,,2024-h2,2024,h2,Banking,72.322,6,2024-07-01,48.23345622119815,24.08854377880185,13.438000000000002,36.13600000000001
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,2024-04-01 to 2024-09-30,,,0.5217,,,,2024-h2,2024,h2,Mortgage & Lending,52.17,6,2024-07-01,48.23345622119815,3.936543778801848,-0.8299999999999983,20.760000000000005
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2024-07-01 to 2024-12-31,,0.5309,,0.6334,0.3333,,2024-h2,2024,h2,Insurance,49.92,6,2024-07-01,48.23345622119815,1.6865437788018482,5.823333333333331,15.897716376288798
The Prudential Assurance Company Limited,M&G PLC,2024-07-01 to 2024-12-31,,0.8457,0.4839,0.8824,0.8958,,2024-h2,2024,h2,Insurance,77.69500000000001,6,2024-07-01,48.23345622119815,29.46154377880185,-7.872500000000002,13.362499999999997
The Royal Bank of Scotland Plc,NATWEST GROUP,2024-07-01 to 2024-12-31,0.6492,0.5714,0.5731,0.1714,0.5714,,2024-h2,2024,h2,Banking,50.73000000000001,6,2024-07-01,48.23345622119815,2.4965437788018576,-7.134000000000008,20.67499999999999
The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,2024-07-01 to 2024-12-31,,0.674,,0.4917,0.6089,,2024-h2,2024,h2,Insurance,59.153333333333336,6,2024-07-01,48.23345622119815,10.919877112135184,1.7733333333333263,4.9566666666666634
Topaz Finance Limited,NO GROUP,2024-07-01 to 2024-12-31,,,0.3562,,,,2024-h2,2024,h2,Mortgage & Lending,35.620000000000005,6,2024-07-01,48.23345622119815,-12.613456221198147,-11.839999999999996,26.700000000000003
Tradex Insurance Company PLC,NO GROUP,2024-07-01 to 2024-12-31,,,,0.6861,,,2024-h2,2024,h2,Insurance,68.61,6,2024-07-01,48.23345622119815,20.37654377880185,,
Trading 212 UK Limited,NO GROUP,2024-07-01 to 2024-12-31,0.1196,,,,0.1265,,2024-h2,2024,h2,Investments,12.304999999999987,6,2024-07-01,48.23345622119815,-35.92845622119817,,
Triodos Bank UK Limited,NO GROUP,2024-07-01 to 2024-12-31,0.4274,,,,0.2368,,2024-h2,2024,h2,Banking,33.21,6,2024-07-01,48.23345622119815,-15.023456221198153,,19.835
TSB Bank plc,BANCO DE SABADELL SA,2024-07-01 to 2024-12-31,0.6593,,0.55,0.5833,,,2024-h2,2024,h2,Banking,59.75333333333334,6,2024-07-01,48.23345622119815,11.519877112135184,-14.63666666666667,14.63666666666667
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,2024-07-01 to 2024-12-31,,,,0.6932,,,2024-h2,2024,h2,Insurance,69.32000000000001,6,2024-07-01,48.23345622119815,21.08654377880185,-5.590000000000003,5.8500000000000085
U.S. Bank Europe DAC,NO GROUP,2024-07-01 to 2024-12-31,0.1918,,,,,,2024-h2,2024,h2,Banking,19.18,6,2024-07-01,48.23345622119815,-29.053456221198157,,
UK Mortgage Lending Ltd,NO GROUP,2024-07-01 to 2024-12-31,,,0.5806,,,,2024-h2,2024,h2,Mortgage & Lending,58.06,6,2024-07-01,48.23345622119815,9.826543778801849,,7.020000000000003
USAY BUSINESS LTD,NO GROUP,2024-07-01 to 2024-12-31,,,,0.1717,,,2024-h2,2024,h2,Insurance,17.169999999999998,6,2024-07-01,48.23345622119815,-31.063456221198155,,
Utility Warehouse Limited,NO GROUP,2024-04-01 to 2024-09-30,,,,0.2167,,,2024-h2,2024,h2,Insurance,21.67,6,2024-07-01,48.23345622119815,-26.56345622119815,,
"Vanguard Asset Management, Ltd",NO GROUP,2024-07-01 to 2024-12-31,,0.7679,,,0.628,,2024-h2,2024,h2,Energy & Utilities,69.795,6,2024-07-01,48.23345622119815,21.56154377880185,,15.359658273381278
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,2024-07-01 to 2024-12-31,0.1992,,,,,,2024-h2,2024,h2,Banking,19.92,6,2024-07-01,48.23345622119815,-28.31345622119815,-13.150000000000002,21.509999999999998
Virgin Money Unit Trust Managers Ltd,NO GROUP,2024-04-01 to 2024-09-30,,0.9209,,,0.9167,,2024-h2,2024,h2,Banking,91.88,6,2024-07-01,48.23345622119815,43.64654377880184,,
Vitality Corporate Services Limited,DISCOVERY LIMITED,2024-07-01 to 2024-12-31,,,,0.5344,,,2024-h2,2024,h2,Insurance,53.44,6,2024-07-01,48.23345622119815,5.206543778801844,-20.860000000000007,26.949999999999996
Vodafone Limited,NO GROUP,2024-04-01 to 2024-09-30,,,,0.4864,,,2024-h2,2024,h2,Insurance,48.64,6,2024-07-01,48.23345622119815,0.4065437788018471,-6.43,8.229999999999997
Volkswagen Financial Services (UK) Limited,NO GROUP,2024-07-01 to 2024-12-31,,,,0.0,,,2024-h2,2024,h2,Other,0.0,6,2024-07-01,48.23345622119815,-48.23345622119815,,0.0
Wesleyan Assurance Society,NO GROUP,2024-07-01 to 2024-12-31,,0.9208,,0.9323,0.9018,,2024-h2,2024,h2,Insurance,91.83,6,2024-07-01,48.23345622119815,43.596543778801845,,7.36666666666666
Xbridge Limited,NO GROUP,2024-07-01 to 2024-12-31,,,,0.4246,,,2024-h2,2024,h2,Insurance,42.46,6,2024-07-01,48.23345622119815,-5.773456221198153,8.389999999999993,8.389999999999993
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2024-07-01 to 2024-12-31,0.7549,0.0,0.6712,0.1111,,,2024-h2,2024,h2,Banking,38.43,6,2024-07-01,48.23345622119815,-9.803456221198154,-19.27916666666667,26.48666666666667
Zempler Bank Limited,NO GROUP,2024-04-01 to 2024-09-30,0.4692,,,,,,2024-h2,2024,h2,Banking,46.92,6,2024-07-01,48.23345622119815,-1.3134562211981518,,
Zopa Bank Limited,NO GROUP,2024-07-01 to 2024-12-31,0.454,,,,,,2024-h2,2024,h2,Banking,45.4,6,2024-07-01,48.23345622119815,-2.833456221198155,1.6300000000000026,13.747089737233523
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,,0.3958,0.0,0.4466,0.4602,,2024-h2,2024,h2,Insurance,32.565,6,2024-07-01,48.23345622119815,-15.668456221198156,-2.8233333333333306,13.828333333333333
Zurich Insurance Company Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,,,,0.6291,,,2024-h2,2024,h2,Insurance,62.91,6,2024-07-01,48.23345622119815,14.676543778801843,,13.35465838509316
abrdn Fund Managers Limited,ABERDEEN GROUP,2025-01-01 to 2025-06-30,,,,,0.293,,2025-h1,2025,h1,Investments,29.3,7,2025-01-01,48.55756018518518,-19.25756018518518,,
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,2025-01-01 to 2025-06-30,0.9167,,0.6628,,,,2025-h1,2025,h1,Mortgage & Lending,78.975,7,2025-01-01,48.55756018518518,30.417439814814813,-0.9350000000000024,16.357264038231776
Accredited Insurance (Europe) Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,0.4383,,,2025-h1,2025,h1,Mortgage & Lending,43.830000000000005,7,2025-01-01,48.55756018518518,-4.727560185185176,,12.537865168539334
Acm Ulr Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,,,,0.4612,,,2025-h1,2025,h1,Insurance,46.12,7,2025-01-01,48.55756018518518,-2.437560185185184,-7.500000000000007,25.908595345038783
Acorn Insurance & Financial Services Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,0.5506,,,2025-h1,2025,h1,Insurance,55.06,7,2025-01-01,48.55756018518518,6.502439814814821,,9.710266075388027
Acromas Insurance Company Limited,NO GROUP,2024-08-01 to 2025-01-31,,,,0.503,,,2025-h1,2025,h1,Insurance,50.3,7,2025-01-01,48.55756018518518,1.7424398148148157,,
Action 365 Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,0.3395,,,2025-h1,2025,h1,Insurance,33.95,7,2025-01-01,48.55756018518518,-14.60756018518518,,23.98
Admiral Financial Services Limited,NO GROUP,2025-01-01 to 2025-06-30,,,1.0,,,,2025-h1,2025,h1,Insurance,100.0,7,2025-01-01,48.55756018518518,51.44243981481482,,
Adrian Flux Insurance Services Group,NO GROUP,2024-10-01 to 2025-03-31,,,,0.2222,,,2025-h1,2025,h1,Insurance,22.22,7,2025-01-01,48.55756018518518,-26.337560185185183,6.109999999999999,6.140000000000001
Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,2025-01-01 to 2025-06-30,,,,0.604,,,2025-h1,2025,h1,Insurance,60.4,7,2025-01-01,48.55756018518518,11.842439814814815,-6.750000000000007,11.54
Ageas Insurance Limited,AGEAS SA-NV,2025-01-01 to 2025-06-30,,,,0.4781,,,2025-h1,2025,h1,Insurance,47.81,7,2025-01-01,48.55756018518518,-0.7475601851851792,-1.2899999999999991,9.929082100968898
Ageas Retail Limited,AGEAS SA-NV,2025-01-01 to 2025-06-30,,,,0.5021,,,2025-h1,2025,h1,Insurance,50.21,7,2025-01-01,48.55756018518518,1.6524398148148194,11.0,11.0
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,2025-01-01 to 2025-06-30,,,,0.4375,,,2025-h1,2025,h1,Insurance,43.75,7,2025-01-01,48.55756018518518,-4.8075601851851815,-18.98,18.979999999999997
AJ Bell Management Limited,AJ BELL GROUP,2024-10-01 to 2025-03-31,,0.6227,,,,,2025-h1,2025,h1,Insurance,62.27,7,2025-01-01,48.55756018518518,13.712439814814822,15.935000000000002,15.935000000000002
AJ Bell Securities Limited,AJ BELL GROUP,2024-10-01 to 2025-03-31,0.72,0.4537,,,0.5161,,2025-h1,2025,h1,Banking,56.32666666666667,7,2025-01-01,48.55756018518518,7.7691064814814865,,17.049999999999997
Aldermore Bank Plc,FIRSTRAND LIMITED,2025-01-01 to 2025-06-30,0.7201,,0.6593,,,,2025-h1,2025,h1,Banking,68.97,7,2025-01-01,48.55756018518518,20.412439814814817,-1.7700000000000102,8.204999999999998
Allianz Insurance Plc,ALLIANZ SE,2025-01-01 to 2025-06-30,,,,0.5716,,,2025-h1,2025,h1,Insurance,57.16,7,2025-01-01,48.55756018518518,8.602439814814815,-14.870000000000005,18.340000000000003
AMERICAN EXPRESS SERVICES EUROPE LIMITED,NO GROUP,2025-01-01 to 2025-06-30,0.3437,,,0.1049,,,2025-h1,2025,h1,Banking,22.43,7,2025-01-01,48.55756018518518,-26.12756018518518,,
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",2025-01-01 to 2025-06-30,,,,0.4799,,,2025-h1,2025,h1,Insurance,47.99,7,2025-01-01,48.55756018518518,-0.5675601851851795,-15.54,17.109999999999992
AmTrust Specialty Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,0.5541,,,2025-h1,2025,h1,Insurance,55.41,7,2025-01-01,48.55756018518518,6.852439814814815,,
Animal Friends Insurance Services Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,0.4828,,,2025-h1,2025,h1,Insurance,48.28,7,2025-01-01,48.55756018518518,-0.2775601851851803,8.469999999999999,16.94
ARAG Legal Expenses Insurance Company Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,0.6342,,,2025-h1,2025,h1,Insurance,63.42,7,2025-01-01,48.55756018518518,14.86243981481482,,
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J GALLAGHER (UK) LTD,2025-01-01 to 2025-06-30,,,,0.5998,,,2025-h1,2025,h1,Insurance,59.98,7,2025-01-01,48.55756018518518,11.422439814814815,7.719999999999999,10.060000000000002
Assurant General Insurance Limited,ASSURANT INC,2025-01-01 to 2025-06-30,,,,0.3868,,,2025-h1,2025,h1,Insurance,38.68,7,2025-01-01,48.55756018518518,-9.877560185185182,-9.89,11.600000000000001
Astrenska Insurance Limited,NO GROUP,2024-11-01 to 2025-04-30,,,,0.5391,,,2025-h1,2025,h1,Insurance,53.91,7,2025-01-01,48.55756018518518,5.352439814814815,0.7999999999999972,13.435019762845847
Asurion Europe Limited,ASURION,2025-01-01 to 2025-06-30,,,,0.1856,,,2025-h1,2025,h1,Insurance,18.56,7,2025-01-01,48.55756018518518,-29.997560185185183,-14.77,14.77
Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,,,,0.4617,,,2025-h1,2025,h1,Insurance,46.17,7,2025-01-01,48.55756018518518,-2.38756018518518,3.8299999999999983,6.649999999999999
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),2024-08-01 to 2025-01-31,,,,0.3703,,,2025-h1,2025,h1,Insurance,37.03,7,2025-01-01,48.55756018518518,-11.52756018518518,2.3800000000000026,5.700000000000003
Avantia Insurance Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,0.387,,,2025-h1,2025,h1,Insurance,38.7,7,2025-01-01,48.55756018518518,-9.85756018518518,,38.61
Aviva Health UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,,,,0.2923,,,2025-h1,2025,h1,Insurance,29.23,7,2025-01-01,48.55756018518518,-19.32756018518518,,25.74
Aviva Insurance Limited,AVIVA PLC,2025-01-01 to 2025-06-30,,,,0.5739,,,2025-h1,2025,h1,Insurance,57.38999999999999,7,2025-01-01,48.55756018518518,8.832439814814812,-3.740000000000009,9.463956959389115
Aviva Life Services UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,,0.6457,0.3591,0.5529,0.7637,,2025-h1,2025,h1,Insurance,58.03499999999999,7,2025-01-01,48.55756018518518,9.477439814814808,1.0874999999999844,10.703499999999984
Aviva Protection UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,,,,0.3676,,,2025-h1,2025,h1,Insurance,36.76,7,2025-01-01,48.55756018518518,-11.797560185185183,,
AWP Assistance UK Ltd,ALLIANZ SE,2025-01-01 to 2025-06-30,,,,0.8073,,,2025-h1,2025,h1,Insurance,80.73,7,2025-01-01,48.55756018518518,32.17243981481482,0.9900000000000092,17.83
AWP P&C S.A.,ALLIANZ SE,2025-01-01 to 2025-06-30,,,,0.3407,,,2025-h1,2025,h1,Insurance,34.07,7,2025-01-01,48.55756018518518,-14.48756018518518,,22.749166666666675
AXA Insurance Designated Activity Company,AXA GROUP,2025-01-01 to 2025-06-30,,,,0.5867,,,2025-h1,2025,h1,Insurance,58.67,7,2025-01-01,48.55756018518518,10.11243981481482,,9.240000000000002
AXA Insurance UK Plc,AXA GROUP,2025-01-01 to 2025-06-30,,,,0.5747,,,2025-h1,2025,h1,Insurance,57.47,7,2025-01-01,48.55756018518518,8.912439814814817,-8.430000000000007,8.430000000000007
AXA PPP Healthcare Limited,AXA GROUP,2025-01-01 to 2025-06-30,,,,0.5519,,,2025-h1,2025,h1,Insurance,55.19,7,2025-01-01,48.55756018518518,6.632439814814816,2.0899999999999963,16.069999999999986
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2025-01-01 to 2025-06-30,0.4616,,0.2831,0.0323,,,2025-h1,2025,h1,Banking,25.9,7,2025-01-01,48.55756018518518,-22.657560185185183,-18.405,19.520000000000003
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,0.6894,0.6,0.5537,0.1561,0.3659,,2025-h1,2025,h1,Banking,47.302,7,2025-01-01,48.55756018518518,-1.255560185185182,7.421999999999997,9.705027973768985
Barclays Bank Plc,BARCLAYS PLC,2025-01-01 to 2025-06-30,0.6253,0.6596,0.3333,,0.7035,,2025-h1,2025,h1,Banking,58.0425,7,2025-01-01,48.55756018518518,9.484939814814815,-2.910833333333344,34.24965832032797
Barclays Bank UK PLC,BARCLAYS PLC,2025-01-01 to 2025-06-30,0.7799,0.0,0.7689,0.1087,0.5556,,2025-h1,2025,h1,Banking,44.26199999999999,7,2025-01-01,48.55756018518518,-4.295560185185188,-12.20600000000001,13.81000000000001
BISL Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,,,,0.3813,,,2025-h1,2025,h1,Insurance,38.13,7,2025-01-01,48.55756018518518,-10.42756018518518,-6.739999999999995,7.702298518250807
British Gas Services Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,0.9492,,,2025-h1,2025,h1,Energy & Utilities,94.92,7,2025-01-01,48.55756018518518,46.36243981481482,-3.7099999999999937,3.934479010494755
BUPA Insurance Services Limited,BUPA GROUP,2025-01-01 to 2025-06-30,,,,0.582,,,2025-h1,2025,h1,Insurance,58.2,7,2025-01-01,48.55756018518518,9.64243981481482,1.4500000000000028,7.397838190517611
Cabot Credit Management Group Limited,NO GROUP,2025-01-01 to 2025-06-30,,,0.4333,,,,2025-h1,2025,h1,Mortgage & Lending,43.33,7,2025-01-01,48.55756018518518,-5.227560185185183,9.184999999999995,10.769999999999996
CALL ASSIST LIMITED,NO GROUP,2024-11-01 to 2025-04-30,,,,0.3897,,,2025-h1,2025,h1,Insurance,38.97,7,2025-01-01,48.55756018518518,-9.587560185185184,,
Canada Life Limited,NO GROUP,2025-01-01 to 2025-06-30,,0.8382,,0.5306,0.814,,2025-h1,2025,h1,Insurance,72.75999999999999,7,2025-01-01,48.55756018518518,24.20243981481481,,15.219999999999992
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,2025-01-01 to 2025-06-30,0.3346,,,0.125,,,2025-h1,2025,h1,Banking,22.98,7,2025-01-01,48.55756018518518,-25.57756018518518,0.5800000000000125,12.840000000000014
Car Care Plan Limited,NO GROUP,2025-01-01 to 2025-06-30,,,,0.183,,,2025-h1,2025,h1,Insurance,18.3,7,2025-01-01,48.55756018518518,-30.25756018518518,,11.32
CAROLE NASH INSURANCE CONSULTANTS LIMITED,NO GROUP,2025-01-01 to 2025-06-30,,,,0.4742,,,2025-h1,2025,h1,Insurance,47.42,7,2025-01-01,48.55756018518518,-1.1375601851851798,,
Castelan Limited,NO GROUP,2024-10-01 to 2025-03-31,,,,0.2696,,,2025-h1,2025,h1,Insurance,26.96,7,2025-01-01,48.55756018518518,-21.59756018518518,,26.477500000000006
Casualty & General Insurance Company (Europe) Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,0.2571,,,2025-h1,2025,h1,Insurance,25.71,7,2025-01-01,48.55756018518518,-22.84756018518518,,
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,2025-01-01 to 2025-06-30,0.4818,,0.3874,,,,2025-h1,2025,h1,Banking,43.46,7,2025-01-01,48.55756018518518,-5.097560185185181,3.884999999999998,9.77371696801113
Chubb European Group SE,CHUBB LIMITED,2025-01-01 to 2025-06-30,,,,0.646,,,2025-h1,2025,h1,Insurance,64.60000000000001,7,2025-01-01,48.55756018518518,16.042439814814827,,4.362799899824708
ClearBank Limited,NO GROUP,2025-01-01 to 2025-06-30,0.6994,,,,,,2025-h1,2025,h1,Banking,69.94,7,2025-01-01,48.55756018518518,21.382439814814816,14.019999999999996,18.080000000000005
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,2024-08-01 to 2025-01-31,0.6047,,,0.0,,,2025-h1,2025,h1,Banking,30.235,7,2025-01-01,48.55756018518518,-18.322560185185186,-5.474999999999994,50.7039548022599
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-10-01 to 2025-03-31,0.6617,1.0,0.6768,0.3333,0.7105,,2025-h1,2025,h1,Banking,67.646,7,2025-01-01,48.55756018518518,19.08843981481482,12.378499999999995,21.256000000000007
Cofunds Limited,AEGON N.V.,2025-01-01 to 2025-06-30,,0.4337,,,0.4687,,2025-h1,2025,h1,Investments,45.12,7,2025-01-01,48.55756018518518,-3.437560185185184,-16.105000000000004,17.659886148007594
Complete Cover Group Ltd,NO GROUP,2025-01-01 to 2025-06-30,,,,0.4118,,,2025-h1,2025,h1,Insurance,41.18,7,2025-01-01,48.55756018518518,-7.377560185185182,,31.990000000000002
Connells Limited,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,,,0.4963,0.2818,,,2025-h1,2025,h1,Mortgage & Lending,38.905,7,2025-01-01,48.55756018518518,-9.65256018518518,-2.979999999999997,22.336962584657755
Countrywide Assured Plc,NO GROUP,2025-01-01 to 2025-06-30,,0.6971,,0.4794,0.6869,,2025-h1,2025,h1,Insurance,62.11333333333333,7,2025-01-01,48.55756018518518,13.555773148148148,,
